metric,value
group_accuracy,0.8466666666666667
user_accuracy,0.0
full_identity_accuracy,0.0
lbit_accuracy,0.8
false_positive_rate,0.0
false_negative_rate,1.0
avg_invalid_symbols,1.0133333333333334
avg_hamming_distance,0.0
avg_z_score,6.29802215692282
