metric,value
group_accuracy,0.6635416666666667
user_accuracy,0.598116169544741
full_identity_accuracy,0.396875
lbit_accuracy,0.22416666666666665
false_positive_rate,0.3120833333333333
false_negative_rate,0.29104166666666664
avg_invalid_symbols,3.41
avg_hamming_distance,0.038125
avg_z_score,4.130877108502585
