metric,value
lbit_accuracy,0.10083333333333333
full_identity_accuracy,0.3172916666666667
false_positive_rate,0.629375
false_negative_rate,0.05333333333333334
avg_invalid_symbols,2.995
avg_hamming_distance,0.007083333333333333
avg_z_score,4.350558503993333
