scheme,init_time_sec,init_memory_mb,storage_mb,num_groups,users_per_group,embed_time_sec,embed_overhead_percent,overhead_per_token_ms,time_per_token_ms,detect_time_sec,hmac_operations,trace_time_sec,trace_comparisons,max_users,max_groups,max_users_per_group,group_bits,user_bits
hi_dypa_G5_U3,0.07368956203572452,1.7734375,0.001247406005859375,16,8.0,4.7399184152386535,-19.325559916839975,-1.6196687973334283,9.878648268487566,1.7843744191346729,16.0,0.00019688814350714287,128.0,256,32,8,5,3
