scheme,init_time_sec,init_memory_mb,storage_mb,num_groups,users_per_group,embed_time_sec,embed_overhead_percent,time_per_token_ms,detect_time_sec,hmac_operations,trace_time_sec,trace_comparisons,max_users,max_groups,max_users_per_group,group_bits,user_bits
naive,0.0489914999998291,0.7421875,0.0,0,0.0,20.95118567599995,38.521296101192895,43.1043377995168,4.844836097999869,16.0,0.00043753799995101874,128.0,256,,,,
hierarchical_G1_U7,0.05325730000004114,0.015625,6.67572021484375e-05,1,128.0,21.257080143999957,233.4077613815156,43.110530254403926,4.924281346999996,16.0,0.0008014210001056199,128.0,256,2.0,128.0,1.0,7.0
