scheme,model,run_tag,l_bits,group_bits,user_bits,num_prompts,num_attack_variants_per_prompt,total_attack_results,random_seed,generated_utc,rewrite_ratio,rewrite_mode,num_results,group_accuracy,user_accuracy,full_identity_accuracy,lbit_accuracy,false_positive_rate,false_negative_rate,avg_invalid_symbols,avg_hamming_distance,avg_z_score
hi_dypa,gpt2,results,8,4.0,4.0,300,16,4800,1116154790,2025-12-22T05:18:20.564850Z,0.15,random,300,0.68,0.5441176470588235,0.37,0.11,0.5133333333333333,0.11666666666666667,2.97,0.0033333333333333335,4.3685641698561035
hi_dypa,gpt2,results,8,4.0,4.0,300,16,4800,1116154790,2025-12-22T05:18:20.564850Z,0.15,start,300,0.7433333333333333,0.6143497757847534,0.45666666666666667,0.13333333333333333,0.4633333333333333,0.08,2.49,0.0033333333333333335,4.536766414490422
hi_dypa,gpt2,results,8,4.0,4.0,300,16,4800,1116154790,2025-12-22T05:18:20.564850Z,0.2,end,300,0.61,0.5628415300546448,0.3433333333333333,0.11,0.48333333333333334,0.17333333333333334,3.276666666666667,0.006666666666666667,4.248837132618965
hi_dypa,gpt2,results,8,4.0,4.0,300,16,4800,1116154790,2025-12-22T05:18:20.564850Z,0.2,middle,300,0.6833333333333333,0.4926829268292683,0.33666666666666667,0.08333333333333333,0.5166666666666667,0.14666666666666667,3.2533333333333334,0.0033333333333333335,4.240796231429864
hi_dypa,gpt2,results,8,4.0,4.0,300,16,4800,1116154790,2025-12-22T05:18:20.564850Z,0.2,random,300,0.6566666666666666,0.5279187817258884,0.3466666666666667,0.09666666666666666,0.48333333333333334,0.17,3.1333333333333333,0.0033333333333333335,4.276136423488621
hi_dypa,gpt2,results,8,4.0,4.0,300,16,4800,1116154790,2025-12-22T05:18:20.564850Z,0.2,start,300,0.74,0.5900900900900901,0.43666666666666665,0.12333333333333334,0.4766666666666667,0.08666666666666667,2.57,0.0033333333333333335,4.5122215572945015
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.05,end,300,0.5833333333333334,0.6285714285714286,0.36666666666666664,0.10666666666666667,0.43,0.20333333333333334,3.3566666666666665,0.0,4.143209668385631
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.05,middle,300,0.5533333333333333,0.6024096385542169,0.3333333333333333,0.06,0.46,0.20666666666666667,3.5533333333333332,0.0,4.09895726985793
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.05,random,300,0.5633333333333334,0.6390532544378699,0.36,0.11,0.45666666666666667,0.18333333333333332,3.32,0.0033333333333333335,4.168858046751581
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.05,start,300,0.67,0.7064676616915423,0.47333333333333333,0.12666666666666668,0.4033333333333333,0.12333333333333334,2.6933333333333334,0.0,4.426523746817534
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.1,end,300,0.5833333333333334,0.6285714285714286,0.36666666666666664,0.10666666666666667,0.43,0.20333333333333334,3.3566666666666665,0.0,4.143209668385631
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.1,middle,300,0.5533333333333333,0.6024096385542169,0.3333333333333333,0.06,0.46,0.20666666666666667,3.5533333333333332,0.0,4.09895726985793
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.1,random,300,0.5766666666666667,0.630057803468208,0.36333333333333334,0.06666666666666667,0.4666666666666667,0.17,3.3233333333333333,0.0,4.168167996219386
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.1,start,300,0.67,0.7064676616915423,0.47333333333333333,0.12666666666666668,0.4033333333333333,0.12333333333333334,2.6933333333333334,0.0,4.426523746817534
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.15,end,300,0.5733333333333334,0.6337209302325582,0.36333333333333334,0.10666666666666667,0.43333333333333335,0.20333333333333334,3.37,0.0,4.139618499733239
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.15,middle,300,0.5566666666666666,0.5988023952095808,0.3333333333333333,0.06,0.46,0.20666666666666667,3.5433333333333334,0.0,4.0992484718685125
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.15,random,300,0.57,0.631578947368421,0.36,0.07,0.47333333333333333,0.16666666666666666,3.2133333333333334,0.0,4.219551275067123
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.15,start,300,0.67,0.7064676616915423,0.47333333333333333,0.12666666666666668,0.4,0.12666666666666668,2.703333333333333,0.0,4.425264839656623
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.2,end,300,0.5633333333333334,0.6331360946745562,0.3566666666666667,0.10333333333333333,0.41333333333333333,0.23,3.466666666666667,0.0,4.093549935595736
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.2,middle,300,0.5466666666666666,0.5914634146341463,0.3233333333333333,0.05,0.4633333333333333,0.21333333333333335,3.5966666666666667,0.0,4.076374340424486
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.2,random,300,0.5833333333333334,0.6685714285714286,0.39,0.09666666666666666,0.4166666666666667,0.19333333333333333,3.29,0.006666666666666667,4.1885296887973045
hi_dypa,gpt2,results,8,5.0,3.0,300,16,4800,1149153022,2025-12-22T14:23:53.489964Z,0.2,start,300,0.65,0.7128205128205128,0.4633333333333333,0.11666666666666667,0.4,0.13666666666666666,2.776666666666667,0.0,4.403695058541763
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.05,end,300,0.51,0.8169934640522876,0.4166666666666667,0.11666666666666667,0.3566666666666667,0.22666666666666666,3.203333333333333,0.0,4.235914167009598
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.05,middle,300,0.5033333333333333,0.7284768211920529,0.36666666666666664,0.09,0.39666666666666667,0.23666666666666666,3.33,0.0,4.198255909490021
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.05,random,300,0.5,0.7466666666666667,0.37333333333333335,0.11333333333333333,0.4,0.22666666666666666,3.18,0.0033333333333333335,4.261694206787385
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.05,start,300,0.6266666666666667,0.7127659574468085,0.44666666666666666,0.15,0.38333333333333336,0.17,2.64,0.0,4.49726707099634
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.1,end,300,0.51,0.8169934640522876,0.4166666666666667,0.11666666666666667,0.3566666666666667,0.22666666666666666,3.203333333333333,0.0,4.235914167009598
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.1,middle,300,0.5033333333333333,0.7284768211920529,0.36666666666666664,0.09,0.39666666666666667,0.23666666666666666,3.33,0.0,4.198255909490021
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.1,random,300,0.5533333333333333,0.7530120481927711,0.4166666666666667,0.10666666666666667,0.37,0.21333333333333335,3.0933333333333333,0.0,4.298848446951621
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.1,start,300,0.6266666666666667,0.7127659574468085,0.44666666666666666,0.15,0.38333333333333336,0.17,2.64,0.0,4.49726707099634
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.15,end,300,0.51,0.8169934640522876,0.4166666666666667,0.11666666666666667,0.35333333333333333,0.23,3.216666666666667,0.0,4.233420969193887
