metric,value
group_accuracy,0.5308333333333334
user_accuracy,0.4933281004709576
full_identity_accuracy,0.261875
lbit_accuracy,0.16729166666666667
false_positive_rate,0.2579166666666667
false_negative_rate,0.48020833333333335
avg_invalid_symbols,3.711875
avg_hamming_distance,0.0033333333333333335
avg_z_score,3.9923726608477166
