metric,value
group_accuracy,0.89
user_accuracy,0.9700374531835206
full_identity_accuracy,0.8633333333333333
lbit_accuracy,0.795
false_positive_rate,0.08666666666666667
false_negative_rate,0.05
avg_invalid_symbols,0.81
avg_hamming_distance,0.0
avg_z_score,6.3440159222249894
