metric,value
group_accuracy,0.8666666666666667
user_accuracy,0.9173076923076923
full_identity_accuracy,0.795
lbit_accuracy,0.7416666666666667
false_positive_rate,0.07166666666666667
false_negative_rate,0.13333333333333333
avg_invalid_symbols,1.0933333333333333
avg_hamming_distance,0.0
avg_z_score,6.1899050484372005
