scheme,model,run_tag,l_bits,group_bits,user_bits,num_prompts,random_seed,generated_utc,group_accuracy,user_accuracy,full_identity_accuracy,lbit_accuracy,false_positive_rate,false_negative_rate
hi_dypa,gpt2,results,8,1.0,7.0,300,786013081,2025-12-18T01:13:43.460065Z,0.94,0.950354609929078,0.8933333333333333,0.8666666666666667,0.04666666666666667,0.06
hi_dypa,gpt2,results,8,2.0,6.0,300,788875819,2025-12-18T01:58:40.900991Z,0.95,0.9298245614035088,0.8833333333333333,0.86,0.06,0.056666666666666664
hi_dypa,gpt2,results,8,3.0,5.0,300,791571745,2025-12-18T02:43:17.083567Z,0.9433333333333334,0.950530035335689,0.8966666666666666,0.88,0.04666666666666667,0.056666666666666664
hi_dypa,gpt2,results,8,4.0,4.0,300,794249190,2025-12-18T03:29:56.870010Z,0.9466666666666667,0.9612676056338029,0.91,0.86,0.056666666666666664,0.03333333333333333
hi_dypa,gpt2,results,8,5.0,3.0,300,797047915,2025-12-18T04:15:51.903557Z,0.9133333333333333,0.9817518248175182,0.8966666666666666,0.8366666666666667,0.06,0.043333333333333335
hi_dypa,gpt2,results,8,6.0,2.0,300,799803235,2025-12-18T05:04:09.816204Z,0.9266666666666666,0.9856115107913669,0.9133333333333333,0.8766666666666667,0.03,0.056666666666666664
hi_dypa,gpt2,results,8,7.0,1.0,300,802700858,2025-12-18T05:51:12.281299Z,0.8966666666666666,0.9814126394052045,0.88,0.8566666666666667,0.03666666666666667,0.08333333333333333
hi_dypa,gpt2,results,8,8.0,0.0,300,805525092,2025-12-18T06:37:43.440896Z,0.9066666666666666,0.0,0.0,0.8566666666666667,0.0,1.0
naive,gpt2,results,8,,,300,783239822,2025-12-18T00:26:02.125565Z,,,0.9,0.8666666666666667,0.09,0.01
