scheme,init_time_sec,init_memory_mb,storage_mb,num_groups,users_per_group,embed_time_sec,embed_overhead_percent,time_per_token_ms,detect_time_sec,hmac_operations,trace_time_sec,trace_comparisons,max_users,max_groups,max_users_per_group,group_bits,user_bits
naive,0.02987800000119023,0.8984375,0.0,0,0.0,20.441451334999876,4.542204495495501,43.15867215194213,4.674933442000165,16.0,0.00044070700010706787,128.0,256,,,,
hierarchical_G2_U6,0.07140550000258372,0.05859375,0.0001354217529296875,2,64.0,22.339931658000243,18.295527957589144,45.23790905115892,5.154116450000037,16.0,0.0005923899996923865,128.0,256,4.0,64.0,2.0,6.0
