metric,value
group_accuracy,0.8866666666666667
user_accuracy,0.9530075187969925
full_identity_accuracy,0.845
lbit_accuracy,0.7966666666666666
false_positive_rate,0.065
false_negative_rate,0.09
avg_invalid_symbols,0.9633333333333334
avg_hamming_distance,0.0
avg_z_score,6.332355741332872
