metric,value
group_accuracy,0.6314583333333333
user_accuracy,0.6568789178488947
full_identity_accuracy,0.41479166666666667
lbit_accuracy,0.10791666666666666
false_positive_rate,0.4370833333333333
false_negative_rate,0.148125
avg_invalid_symbols,2.9527083333333333
avg_hamming_distance,0.006875
avg_z_score,4.365082063739304
