metric,value
group_accuracy,0.763125
user_accuracy,0.38001638001638
full_identity_accuracy,0.29
lbit_accuracy,0.09020833333333333
false_positive_rate,0.4610416666666667
false_negative_rate,0.24895833333333334
avg_invalid_symbols,3.2379166666666666
avg_hamming_distance,0.0022916666666666667
avg_z_score,4.245769427391728
