scheme,init_time_sec,init_memory_mb,storage_mb,num_groups,users_per_group,embed_time_sec,embed_overhead_percent,overhead_per_token_ms,time_per_token_ms,detect_time_sec,hmac_operations,trace_time_sec,trace_comparisons,max_users,max_groups,max_users_per_group,group_bits,user_bits
hierarchical_G6_U2,0.05826965701999143,1.8125,0.002529144287109375,32,4.0,4.806477522830983,-21.318306361174624,-1.8221070132748411,9.976870485330233,1.7734445423637129,16.0,0.00020933602377772332,128.0,256,64,4,6,2
