scheme,init_time_sec,init_memory_mb,storage_mb,num_groups,users_per_group,embed_time_sec,embed_overhead_percent,time_per_token_ms,detect_time_sec,hmac_operations,trace_time_sec,trace_comparisons,max_users,max_groups,max_users_per_group,group_bits,user_bits
naive,0.03242880000107107,0.90625,0.0,0,0.0,20.868072089999952,23.44339952305404,45.11709836371781,4.714394858000159,16.0,0.00048403399985545546,128.0,256,,,,
hierarchical_G3_U5,0.2219264999985171,10.66796875,0.000274658203125,4,32.0,23.409835192000028,27.82675198838766,47.21053636849709,5.335236909999694,16.0,0.0005049510000026203,128.0,256,8.0,32.0,3.0,5.0
