scheme,model,run_tag,l_bits,group_bits,user_bits,num_prompts,num_attack_variants_per_prompt,total_attack_results,random_seed,generated_utc,synonym_ratio,synonym_mode,num_results,group_accuracy,user_accuracy,full_identity_accuracy,lbit_accuracy,false_positive_rate,false_negative_rate,avg_invalid_symbols,avg_hamming_distance,avg_z_score
hi_dypa,gpt2,job_7963211,8,5.0,3.0,300,16,4800,1095479972,2025-12-21T19:36:06.070929Z,0.15,start,300,0.88,0.9393939393939394,0.8266666666666667,0.6966666666666667,0.1,0.07333333333333333,1.0166666666666666,0.0,5.89912577632803
hi_dypa,gpt2,job_7963211,8,5.0,3.0,300,16,4800,1095479972,2025-12-21T19:36:06.070929Z,0.2,end,300,0.84,0.873015873015873,0.7333333333333333,0.52,0.17,0.09666666666666666,1.5,0.0,5.264219601923195
hi_dypa,gpt2,job_7963211,8,5.0,3.0,300,16,4800,1095479972,2025-12-21T19:36:06.070929Z,0.2,middle,300,0.82,0.9024390243902439,0.74,0.55,0.14666666666666667,0.11333333333333333,1.5166666666666666,0.0,5.2763326202844105
hi_dypa,gpt2,job_7963211,8,5.0,3.0,300,16,4800,1095479972,2025-12-21T19:36:06.070929Z,0.2,random,300,0.6833333333333333,0.7609756097560976,0.52,0.19,0.3333333333333333,0.14666666666666667,2.5833333333333335,0.0,4.547839828121969
hi_dypa,gpt2,job_7963211,8,5.0,3.0,300,16,4800,1095479972,2025-12-21T19:36:06.070929Z,0.2,start,300,0.8866666666666667,0.9022556390977443,0.8,0.6633333333333333,0.12,0.08,1.11,0.0,5.636987403761429
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.05,end,300,0.8866666666666667,0.9548872180451128,0.8466666666666667,0.7766666666666666,0.07333333333333333,0.08,0.9133333333333333,0.0,6.232393838528044
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.05,middle,300,0.8833333333333333,0.9509433962264151,0.84,0.7733333333333333,0.07333333333333333,0.08666666666666667,0.9566666666666667,0.0,6.166208431849815
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.05,random,300,0.8633333333333333,0.9459459459459459,0.8166666666666667,0.7233333333333334,0.09666666666666666,0.08666666666666667,1.07,0.0,5.945436071039046
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.05,start,300,0.8866666666666667,0.9661654135338346,0.8566666666666667,0.8,0.06666666666666667,0.07666666666666666,0.8766666666666667,0.0,6.377765230936098
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.1,end,300,0.86,0.9534883720930233,0.82,0.7333333333333333,0.08,0.1,1.0833333333333333,0.0,5.914380719721122
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.1,middle,300,0.8733333333333333,0.9389312977099237,0.82,0.7166666666666667,0.09,0.09,1.09,0.0,5.861153348611203
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.1,random,300,0.85,0.9098039215686274,0.7733333333333333,0.58,0.11666666666666667,0.11,1.3733333333333333,0.0,5.416423753316474
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.1,start,300,0.8666666666666667,0.9615384615384616,0.8333333333333334,0.7766666666666666,0.08333333333333333,0.08333333333333333,0.95,0.0,6.1594576750067045
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.15,end,300,0.8533333333333334,0.91796875,0.7833333333333333,0.6633333333333333,0.11,0.10666666666666667,1.2066666666666668,0.0,5.60937096537231
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.15,middle,300,0.8566666666666667,0.914396887159533,0.7833333333333333,0.63,0.09333333333333334,0.12333333333333334,1.2966666666666666,0.0,5.567760632702831
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.15,random,300,0.75,0.88,0.66,0.35333333333333333,0.2,0.14,1.96,0.0,4.925526637281133
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.15,start,300,0.8633333333333333,0.9613899613899614,0.83,0.73,0.08,0.09,1.0366666666666666,0.0,5.899887175647082
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.2,end,300,0.8333333333333334,0.908,0.7566666666666667,0.57,0.11666666666666667,0.12666666666666668,1.44,0.0,5.309079123431182
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.2,middle,300,0.84,0.9126984126984127,0.7666666666666667,0.5533333333333333,0.08666666666666667,0.14666666666666667,1.5066666666666666,0.0,5.261568589221807
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.2,random,300,0.6966666666666667,0.784688995215311,0.5466666666666666,0.17333333333333334,0.2633333333333333,0.19,2.5633333333333335,0.0,4.547972165426693
hi_dypa,gpt2,job_7963211,8,6.0,2.0,300,16,4800,1114219365,2025-12-22T00:41:37.198164Z,0.2,start,300,0.8466666666666667,0.9645669291338582,0.8166666666666667,0.6933333333333334,0.08666666666666667,0.09666666666666666,1.14,0.0,5.640575950796832
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.05,end,300,0.88,0.9772727272727273,0.86,0.8066666666666666,0.02666666666666667,0.11333333333333333,0.8366666666666667,0.0,6.2927629133552365
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.05,middle,300,0.8733333333333333,0.9809160305343512,0.8566666666666667,0.7966666666666666,0.02,0.12333333333333334,0.8666666666666667,0.0,6.233186773697514
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.05,random,300,0.87,0.9616858237547893,0.8366666666666667,0.7633333333333333,0.03333333333333333,0.13,0.9766666666666667,0.0,6.000461610082079
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.05,start,300,0.88,0.9772727272727273,0.86,0.81,0.03,0.11,0.8166666666666667,0.0,6.444940865646482
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.1,end,300,0.8633333333333333,0.972972972972973,0.84,0.75,0.02,0.14,0.9833333333333333,0.0,5.973645758767976
