scheme,model,run_tag,l_bits,group_bits,user_bits,num_prompts,num_attack_variants_per_prompt,total_attack_results,random_seed,generated_utc,synonym_ratio,synonym_mode,num_results,group_accuracy,user_accuracy,full_identity_accuracy,lbit_accuracy,false_positive_rate,false_negative_rate,avg_invalid_symbols,avg_hamming_distance,avg_z_score
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.1,middle,300,0.8633333333333333,0.9691119691119691,0.8366666666666667,0.7333333333333333,0.03333333333333333,0.13,0.9933333333333333,0.0,5.9325995450603966
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.1,random,300,0.82,0.9471544715447154,0.7766666666666666,0.5933333333333334,0.04,0.18333333333333332,1.3233333333333333,0.0,5.475414124261596
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.1,start,300,0.87,0.9770114942528736,0.85,0.7866666666666666,0.03333333333333333,0.11666666666666667,0.88,0.0,6.209377728360502
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.15,end,300,0.8366666666666667,0.9840637450199203,0.8233333333333334,0.6666666666666666,0.03333333333333333,0.14333333333333334,1.1433333333333333,0.0,5.670284883680534
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.15,middle,300,0.8366666666666667,0.9681274900398407,0.81,0.68,0.043333333333333335,0.14666666666666667,1.15,0.0,5.626428208366047
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.15,random,300,0.7266666666666667,0.9128440366972477,0.6633333333333333,0.36,0.11,0.22666666666666666,1.93,0.0,4.988789132150761
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.15,start,300,0.8533333333333334,0.9765625,0.8333333333333334,0.7466666666666667,0.04,0.12666666666666668,0.97,0.0,5.944581107026946
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.2,end,300,0.8,0.9583333333333334,0.7666666666666667,0.5566666666666666,0.06333333333333334,0.17,1.41,0.0,5.355174706709322
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.2,middle,300,0.81,0.9423868312757202,0.7633333333333333,0.5466666666666666,0.05,0.18666666666666668,1.4233333333333333,0.0,5.323047509831281
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.2,random,300,0.6233333333333333,0.8502673796791443,0.53,0.19,0.16666666666666666,0.30333333333333334,2.526666666666667,0.0,4.5716736053972165
hi_dypa,gpt2,job_7963211,8,7.0,1.0,300,16,4800,1132550331,2025-12-22T05:56:31.067340Z,0.2,start,300,0.8366666666666667,0.9641434262948207,0.8066666666666666,0.68,0.05,0.14333333333333334,1.0833333333333333,0.0,5.668704194672641
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.05,end,300,0.85,0.0,0.0,0.7633333333333333,0.0,1.0,1.0166666666666666,0.0,6.191317228837231
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.05,middle,300,0.8433333333333334,0.0,0.0,0.77,0.0,1.0,1.07,0.0,6.139183662190942
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.05,random,300,0.83,0.0,0.0,0.7466666666666667,0.0,1.0,1.1566666666666667,0.0,5.892452652966853
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.05,start,300,0.85,0.0,0.0,0.7933333333333333,0.0,1.0,0.9433333333333334,0.0,6.345077250076278
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.1,end,300,0.84,0.0,0.0,0.71,0.0,1.0,1.1466666666666667,0.0,5.881770105393429
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.1,middle,300,0.83,0.0,0.0,0.7266666666666667,0.0,1.0,1.1833333333333333,0.0,5.829464375888856
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.1,random,300,0.8,0.0,0.0,0.5866666666666667,0.0,1.0,1.4466666666666668,0.0,5.371540767330122
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.1,start,300,0.85,0.0,0.0,0.7533333333333333,0.0,1.0,1.0533333333333332,0.0,6.1374343413526455
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.15,end,300,0.8233333333333334,0.0,0.0,0.6666666666666666,0.0,1.0,1.3066666666666666,0.0,5.565426275966279
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.15,middle,300,0.7966666666666666,0.0,0.0,0.6466666666666666,0.0,1.0,1.39,0.0,5.5239961560620925
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.15,random,300,0.7166666666666667,0.0,0.0,0.41333333333333333,0.0,1.0,1.9166666666666667,0.0,4.9129809594507465
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.15,start,300,0.84,0.0,0.0,0.7333333333333333,0.0,1.0,1.1266666666666667,0.0,5.880773437852127
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.2,end,300,0.7633333333333333,0.0,0.0,0.5433333333333333,0.0,1.0,1.5933333333333333,0.0,5.248986247927701
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.2,middle,300,0.7766666666666666,0.0,0.0,0.5533333333333333,0.0,1.0,1.5966666666666667,0.0,5.231833026906229
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.2,random,300,0.5266666666666666,0.0,0.0,0.17,0.0,1.0,2.7466666666666666,0.0,4.4770252361498
hi_dypa,gpt2,job_7963211,8,8.0,0.0,300,16,4800,1151443798,2025-12-22T11:02:17.087667Z,0.2,start,300,0.83,0.0,0.0,0.66,0.0,1.0,1.2766666666666666,0.0,5.616099862730783
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.05,end,300,,,0.8633333333333333,0.8066666666666666,0.11666666666666667,0.02,0.6333333333333333,0.0,6.414965099258198
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.05,middle,300,,,0.8766666666666667,0.8166666666666667,0.1,0.023333333333333334,0.6266666666666667,0.0,6.354817915271246
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.05,random,300,,,0.85,0.7433333333333333,0.12333333333333334,0.02666666666666667,0.7266666666666667,0.0,6.112317147166136
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.05,start,300,,,0.88,0.8266666666666667,0.09666666666666666,0.023333333333333334,0.57,0.0,6.580193839871343
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.1,end,300,,,0.83,0.76,0.14333333333333334,0.02666666666666667,0.74,0.0,6.090709913349313
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.1,middle,300,,,0.8533333333333334,0.7633333333333333,0.12,0.02666666666666667,0.72,0.0,6.048666224179681
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.1,random,300,,,0.7466666666666667,0.5933333333333334,0.22333333333333333,0.03,1.0433333333333332,0.0,5.5917005618115505
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.1,start,300,,,0.87,0.8066666666666666,0.10666666666666667,0.023333333333333334,0.6333333333333333,0.0,6.358992100209297
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.15,end,300,,,0.8,0.6866666666666666,0.16666666666666666,0.03333333333333333,0.92,0.0,5.771910248241854
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.15,middle,300,,,0.7966666666666666,0.6933333333333334,0.17666666666666667,0.02666666666666667,0.8533333333333334,0.0,5.725033288587681
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.15,random,300,,,0.6266666666666667,0.42,0.34,0.03333333333333333,1.5333333333333334,0.0,5.115921285292963
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.15,start,300,,,0.8433333333333334,0.7666666666666667,0.13666666666666666,0.02,0.74,0.0,6.100807338063412
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.2,end,300,,,0.7366666666666667,0.56,0.22666666666666666,0.03666666666666667,1.18,0.0,5.445078241591674
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.2,middle,300,,,0.7133333333333334,0.5833333333333334,0.25666666666666665,0.03,1.1,0.0,5.419663338604889
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.2,random,300,,,0.39666666666666667,0.18666666666666668,0.56,0.043333333333333335,2.3866666666666667,0.0,4.635064379394499
naive,gpt2,job_7963211,8,,,300,16,4800,1000648083,2025-12-20T17:12:33.078648Z,0.2,start,300,,,0.8233333333333334,0.7066666666666667,0.14333333333333334,0.03333333333333333,0.8633333333333333,0.0,5.81727276900552
