metric,value
group_accuracy,0.8277083333333334
user_accuracy,0.9599798640825573
full_identity_accuracy,0.7945833333333333
lbit_accuracy,0.6541666666666667
false_positive_rate,0.04958333333333333
false_negative_rate,0.15583333333333332
avg_invalid_symbols,1.2070833333333333
avg_hamming_distance,0.0
avg_z_score,5.731942041691657
