scheme,model,run_tag,l_bits,group_bits,user_bits,num_prompts,num_attack_variants_per_prompt,total_attack_results,random_seed,generated_utc,deletion_percent,deletion_mode,num_results,group_accuracy,user_accuracy,full_identity_accuracy,false_positive_rate,false_negative_rate,avg_invalid_symbols,avg_hamming_distance,avg_z_score
hierarchical,gpt2,job_7963207,8,7.0,1.0,300,16,4800,1116203695,2025-12-22T00:44:22.685230Z,0.15,random,300,0.02666666666666667,0.125,0.0033333333333333335,0.1,0.8966666666666666,6.783333333333333,0.0,2.8000623952522314
hierarchical,gpt2,job_7963207,8,7.0,1.0,300,16,4800,1116203695,2025-12-22T00:44:22.685230Z,0.15,start,300,0.8966666666666666,0.9851301115241635,0.8833333333333333,0.043333333333333335,0.07333333333333333,0.6233333333333333,0.0,6.545755277442582
hierarchical,gpt2,job_7963207,8,7.0,1.0,300,16,4800,1116203695,2025-12-22T00:44:22.685230Z,0.2,end,300,0.85,0.9686274509803922,0.8233333333333334,0.08,0.09666666666666666,0.9066666666666666,0.0,5.997364248163938
hierarchical,gpt2,job_7963207,8,7.0,1.0,300,16,4800,1116203695,2025-12-22T00:44:22.685230Z,0.2,middle,300,0.86,0.9651162790697675,0.83,0.05333333333333334,0.11666666666666667,0.9666666666666667,0.0,5.944074506233446
hierarchical,gpt2,job_7963207,8,7.0,1.0,300,16,4800,1116203695,2025-12-22T00:44:22.685230Z,0.2,random,300,0.01,0.0,0.0,0.006666666666666667,0.9933333333333333,7.723333333333334,0.0,2.034152745871874
hierarchical,gpt2,job_7963207,8,7.0,1.0,300,16,4800,1116203695,2025-12-22T00:44:22.685230Z,0.2,start,300,0.9,0.9851851851851852,0.8866666666666667,0.03666666666666667,0.07666666666666666,0.6933333333333334,0.0,6.365478451412911
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.05,end,300,0.9033333333333333,0.0,0.0,0.0,1.0,0.62,0.0,6.626349872313956
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.05,middle,300,0.9,0.0,0.0,0.0,1.0,0.6166666666666667,0.0,6.5475152093250815
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.05,random,300,0.7566666666666667,0.0,0.0,0.0,1.0,1.5166666666666666,0.0,5.147310113742924
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.05,start,300,0.9166666666666666,0.0,0.0,0.0,1.0,0.5233333333333333,0.0,6.819920887436864
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.1,end,300,0.89,0.0,0.0,0.0,1.0,0.68,0.0,6.410997450111995
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.1,middle,300,0.8866666666666667,0.0,0.0,0.0,1.0,0.6833333333333333,0.0,6.354214189110987
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.1,random,300,0.18,0.0,0.0,0.0,1.0,4.336666666666667,0.0,3.820480690257268
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.1,start,300,0.9133333333333333,0.0,0.0,0.0,1.0,0.54,0.0,6.690367303681658
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.15,end,300,0.88,0.0,0.0,0.0,1.0,0.7233333333333334,0.0,6.201116988027949
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.15,middle,300,0.8633333333333333,0.0,0.0,0.0,1.0,0.74,0.0,6.166156316571898
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.15,random,300,0.02666666666666667,0.0,0.0,0.0,1.0,6.8966666666666665,0.0,2.7600136437358316
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.15,start,300,0.9,0.0,0.0,0.0,1.0,0.6166666666666667,0.0,6.53032756249485
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.2,end,300,0.8666666666666667,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,5.9883378423069535
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.2,middle,300,0.86,0.0,0.0,0.0,1.0,0.8566666666666667,0.0,5.95051578168141
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.2,random,300,0.0,0.0,0.0,0.0,1.0,7.71,0.0,2.0452240902211285
hierarchical,gpt2,job_7963207,8,8.0,0.0,300,16,4800,1132714037,2025-12-22T05:19:22.004099Z,0.2,start,300,0.8866666666666667,0.0,0.0,0.0,1.0,0.6933333333333334,0.0,6.353608669289705
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.05,end,300,,,0.9066666666666666,0.06333333333333334,0.03,0.5266666666666666,0.0,6.668557442258762
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.05,middle,300,,,0.9,0.06333333333333334,0.03666666666666667,0.56,0.0,6.577336621516946
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.05,random,300,,,0.65,0.30666666666666664,0.043333333333333335,1.48,0.0,5.151296347673601
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.05,start,300,,,0.92,0.06666666666666667,0.013333333333333334,0.46,0.0,6.855874739176771
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.1,end,300,,,0.88,0.09333333333333334,0.02666666666666667,0.6066666666666667,0.0,6.472694299557018
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.1,middle,300,,,0.8833333333333333,0.08,0.03666666666666667,0.6233333333333333,0.0,6.375664387531533
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.1,random,300,,,0.14333333333333334,0.7533333333333333,0.10333333333333333,4.443333333333333,0.0,3.814506561159428
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.1,start,300,,,0.9166666666666666,0.06333333333333334,0.02,0.47,0.0,6.73928346471928
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.15,end,300,,,0.86,0.11333333333333333,0.02666666666666667,0.67,0.0,6.259839648320905
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.15,middle,300,,,0.8533333333333334,0.11,0.03666666666666667,0.72,0.0,6.187706530603293
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.15,random,300,,,0.006666666666666667,0.6666666666666666,0.32666666666666666,6.76,0.0,2.811153426665487
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.15,start,300,,,0.9033333333333333,0.07333333333333333,0.023333333333333334,0.5166666666666667,0.0,6.576104520518453
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.2,end,300,,,0.84,0.13,0.03,0.7766666666666666,0.0,6.042434723021565
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.2,middle,300,,,0.8133333333333334,0.14666666666666667,0.04,0.84,0.0,5.975957894160268
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.2,random,300,,,0.0033333333333333335,0.22666666666666666,0.77,7.73,0.0,2.027026835141376
naive,gpt2,job_7963207,8,,,300,16,4800,1000012662,2025-12-20T16:37:21.980978Z,0.2,start,300,,,0.8933333333333333,0.07666666666666666,0.03,0.58,0.0,6.39198473634222
