metric,value
group_accuracy,0.0
user_accuracy,0.0
full_identity_accuracy,0.0
lbit_accuracy,0.0
false_positive_rate,0.0
false_negative_rate,0.0
avg_invalid_symbols,0.0
avg_hamming_distance,0.0
avg_z_score,0.0
